"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Fignl1",206.651279890676,1.19802310543578,1.04589397241541,1.14545368558636,0.252021270359221,0.661627772279432
"Fignl2",5.82795228081176,-2.17208889953184,2.41349111747653,-0.899977996108352,0.368131960631482,NA
"Filip1l",2443.40918379288,-1.46794676259966,0.239982567421662,-6.11688914895388,9.54196918114396e-10,3.14542450750735e-07
"Fip1l1",2628.48996897014,-0.201975963497289,0.210948819792968,-0.957464297242878,0.338332958622886,0.740989525733531
"Firre",512.952878743505,-0.438118643163858,0.639647817051863,-0.684937291247467,0.49338349284838,0.834574900196996
"Fis1",1490.20368189801,0.245216243628492,0.215852888004769,1.13603411052381,0.255942288767942,0.664776726260275
"Fitm2",410.237355613583,-0.472476031657229,0.716082137173463,-0.659807034877589,0.509377668273957,0.843415521605913
"Fiz1",1697.04234122286,-0.317000540339181,0.190680145985204,-1.66247271681751,0.0964180293637593,0.443773241440461
"Fjx1",8.20470780429097,2.3843952223187,2.80984867810972,0.84858492234634,0.396112299725154,NA
"Fkbp10",14.2280149452479,2.94282590604633,3.07608586566666,0.956678725679378,0.338729439283795,0.741270428114383
"Fkbp11",14.0603153090906,-0.0484511289658068,1.40032291596299,-0.0345999686311548,0.972398726514895,0.995156665186713
"Fkbp14",413.868679804939,-0.538521934250339,0.399198810302417,-1.3490068616246,0.177334762148533,0.579401858744752
"Fkbp15",4269.54019900018,-0.091317717301614,0.200852643884831,-0.454650312464772,0.649360832585308,0.900497093094355
"Fkbp1a",3884.0328165372,0.0280918412164351,0.159152865496111,0.176508548111071,0.859894433692805,0.967936506396524
"Fkbp1b",42.0194362079695,1.26754315781833,0.820341393949815,1.5451410439199,0.12231215105011,0.492620618389793
"Fkbp2",2438.0077937376,0.301019996218492,0.163783064785783,1.83791893632107,0.0660743513057375,0.367467979976894
"Fkbp3",907.66949843714,0.0875580092702096,0.284068973334334,0.308227992105137,0.757908854036896,0.940964059697898
"Fkbp4",3579.6088423964,-0.423452988861592,0.143838573074311,-2.94394597923899,0.00324056557118691,0.0637013929406405
"Fkbp5",6254.77352225541,-1.90582503251235,0.471998846793256,-4.0377747646217,5.39606247988685e-05,0.00315326269279206
"Fkbp6",15.8713111510807,2.18745047639333,3.09809891491546,0.70606218086262,0.480149469312754,0.82767519140316
"Fkbp7",863.191518393427,-0.132997719766867,0.255310595198141,-0.520925187862455,0.602418888191118,0.880146310205412
"Fkbp8",2706.36131330622,0.337648769496381,0.212614368832211,1.58808067089221,0.112268098513399,0.474741277277635
"Fkbp9",2131.10034744902,0.170548947396759,0.213200985876719,0.799944459428424,0.423742977150531,0.798799385510764
"Fkbpl",225.772318558955,0.289586207093174,0.473314202585184,0.611826574211146,0.540652505685661,0.858526261498871
"Fkrp",1172.2287202132,0.00963913479334258,0.237277501206455,0.0406238886718366,0.967595739467654,0.993772912708283
"Fktn",616.055182151575,-0.00261354873208238,0.289275175455877,-0.00903481858740075,0.992791355810729,0.998574651501238
"Flad1",1037.47531655275,-0.116510920266622,0.256812460466594,-0.453680947002873,0.650058482276091,0.90074928305038
"Flcn",6002.99186985871,-0.524130484084768,0.171076795812006,-3.06371464111783,0.00218607321836982,0.049392192083238
"Fli1",9332.44014152642,-0.12282853906047,0.128627216921627,-0.954918733375923,0.339618795408484,0.74225661435222
"Flicr",12.5053069982878,-1.49108889707885,2.4016567999653,-0.620858441181271,0.534692767245644,0.854911862268487
"Flii",3102.16421220156,0.141134716994675,0.203757922927725,0.692658793173587,0.488523704606168,0.832724277532166
"Flna",3108.77852023362,-0.0805726636214611,0.246943256426304,-0.326280072545762,0.744212463778559,0.9371726353548
"Flnb",895.296419836987,-0.297358535314707,0.296757308597696,-1.00202598790187,0.316331041540833,0.727504806806609
"Flot1",1692.71186912904,-0.537380564986444,0.196296324043119,-2.73759871768359,0.00618895422326718,0.0988387521668607
"Flot2",939.694394049011,0.203313709511967,0.297198183482322,0.684101454220564,0.493911103651313,0.834940321964666
"Flt1",213.353710830367,6.31247396452323,1.53921507742385,4.10109935714006,4.11191946300286e-05,0.00249353002907381
"Flt3",16.5674819796293,0.762812962723365,2.0678259385558,0.368896118624048,0.712205156526427,0.924887183858624
"Flt3l",69.9543577176741,1.12612004598273,0.730904893707752,1.5407203531914,0.123384861051978,0.494154446630599
"Flvcr1",642.360888513234,-0.826358319682414,0.41486390313341,-1.99187809168511,0.0463844352923536,0.30808506601255
"Flvcr2",10.23142145134,-1.83809219660678,2.51637620056637,-0.730452066822548,0.465113902177254,0.820850560965237
"Flywch1",695.249862540264,0.206256695588985,0.292819748847727,0.70438109588108,0.481195475432098,0.828700473162097
"Fmc1",77.8807254260215,0.809743083742854,0.42280901898833,1.9151509248321,0.0554732589519808,0.337005030884303
"Fmn1",426.396730428777,0.420517201255089,0.537204399859298,0.782788080971095,0.433751567939327,0.805127080194626
"Fmnl1",3056.23313435324,0.050127796720789,0.294640197431832,0.170132239788451,0.86490613942058,0.969463521668111
"Fmnl2",267.722143416231,0.274244723086466,0.44176517269228,0.620792991478069,0.534735835162,0.854911862268487
"Fmnl3",10020.8047861939,-0.02731102175613,0.28188543171423,-0.0968869571940751,0.922816166725659,0.984715768877917
"Fmo1",3.9265171817476,-1.27731264193589,2.0998421498217,-0.608289838378733,0.542995259387469,NA
"Fmo5",1078.60104711341,0.0728349013555875,0.268492251084875,0.271273755802223,0.786180489762366,0.949849236564815
"Fmr1",1229.52119496617,-0.477477473065798,0.345741490377793,-1.3810245121118,0.167271424002755,0.563463257812863
"Fmr1nb",68.3720362487578,-0.65134629133742,1.77682604388779,-0.366578536811764,0.713933420467705,0.92574469634234
"Fn1",283.921813559261,7.54855768914154,1.76153946180285,4.28520498849112,1.82570769813838e-05,0.00130682539788106
"Fn3k",39.7051528834304,2.07950960854552,0.892998057724665,2.32868323795021,0.0198758527541975,0.190405337561821
"Fn3krp",10.5576713602221,0.980960431660671,1.70071420841803,0.576793224167358,0.564079147392024,0.866714655058188
"Fnbp1",2347.33633708736,-0.143196297287616,0.193015387273207,-0.74189057831398,0.458153634693162,0.818100782743992
"Fnbp1l",144.888492050637,-1.09719580906134,0.809405792217135,-1.35555715021002,0.17524011330146,0.57633330688247
"Fnbp4",1125.06990364397,-0.0247212526534035,0.331320093037683,-0.0746144081596398,0.940521510027164,0.98872491394224
"Fndc10",168.299628662356,0.101423650766707,0.587749966379667,0.172562580294885,0.862995267167821,0.968712752528552
"Fndc3a",2028.57517278482,-0.204626626915488,0.249774236403172,-0.819246331656042,0.412645885681095,0.792812854409641
"Fndc3b",1474.8929273727,0.0228426782442929,0.267644422697973,0.0853471109692058,0.931985438997083,0.986758912782147
"Fndc4",82.8426913771085,0.254321853094221,0.746234527213536,0.340806869448761,0.733248978669468,0.933835041088126
"Fndc7",17.4947306997894,-0.627983653796684,1.69534683415992,-0.370416035906815,0.711072527309534,0.924602853352015
"Fnip1",1593.63102633685,-0.269443649257922,0.300223983554646,-0.897475431735049,0.369465277467639,0.764668952189783
"Fnip2",1259.71404553907,-0.215282831209127,0.32999540692113,-0.652381295902645,0.51415522737065,0.845801517173589
"Fnta",2420.26178331154,-0.0247096719401121,0.179289138686584,-0.137820238978933,0.890382488607254,0.975801085283103
"Fntb",114.31877373518,0.342497825771615,0.549566686723343,0.623214314196654,0.533143696481831,0.8538800749932
"Focad",375.575057630282,-0.155154201490183,0.507845119216625,-0.305514802878317,0.759974097504897,0.941164338457081
"Folr1",34.3482685114015,3.79408614487755,1.91962272005216,1.97647491105672,0.0481010145535552,0.312790411279973
"Folr2",42.8201736111919,2.58742325461638,1.46743330038696,1.76323056995781,0.0778616098494313,0.402354038124893
"Fopnl",1169.22029557095,0.00234917525331948,0.288570658298352,0.00814072805312962,0.993504710514838,0.998631474462764
"Fos",97.0964311677248,-0.398090073914934,1.43681849141218,-0.277063579216377,0.781731287028605,0.949236172696053
"Fosl2",274.97744642585,-0.150827316529147,0.511504402197468,-0.294870026301201,0.76809316996202,0.944194022728982
"Foxd2",29.6851863823697,1.56092201209982,1.05923969892795,1.47362491575761,0.140582609065479,0.522988513990755
"Foxg1",4.75534139497397,-1.39934221302436,3.19241640302026,-0.438333236134385,0.661144736204062,NA
"Foxj2",2560.59777734191,0.133942733836128,0.197488489431132,0.678230585599957,0.49762550270657,0.83780427747455
"Foxj3",1531.10569315593,-0.38000120521604,0.324876332020961,-1.16967956037968,0.2421299465986,0.653679671035616
"Foxk1",252.975069012677,-0.554100183621395,0.483106737913893,-1.14695188482376,0.251401507188847,0.661627772279432
"Foxk2",1342.04855172314,-0.306929461658406,0.292777789183709,-1.04833588133223,0.294483883552149,0.707774314254333
"Foxm1",93.4396805214157,1.41007822978158,1.19515740152652,1.17982637933761,0.238069275477139,0.650225632253079
"Foxn2",490.139316285882,-0.896297524066377,0.411816950639864,-2.17644641065344,0.0295218966663082,0.238915544322692
"Foxn3",7214.74848516132,-0.46427134969434,0.163595808365903,-2.83791714672749,0.00454089680265706,0.0812899252226371
"Foxo1",2035.15462124534,-0.65261913829635,0.145759128567686,-4.47738090032074,7.5564358171033e-06,0.000669969233549517
"Foxo3",457.150568208293,-0.733653333373794,0.65543362159563,-1.11934040183618,0.262994945950531,0.674520125024386
"Foxo4",5.14568427363328,-1.42269748002949,2.02912679119802,-0.701137792966359,0.483217026830875,NA
"Foxp1",1860.27329926708,-0.458411222015602,0.264393408562059,-1.73382242964655,0.0829495946345438,0.414296809876338
"Foxp3",20.6713600157192,-0.157708394521706,0.607313738279423,-0.259681914933308,0.79510914397895,0.953485496100837
"Foxp4",33.757550902801,1.68072377732345,0.884266159868853,1.90069896780028,0.0573414538373756,0.341438821921958
"Foxred1",1048.98045898659,-0.0709893503544376,0.318672413977268,-0.222765910197365,0.823717701049817,0.960005561195134
"Foxred2",6.75699084533038,7.75430909973082,6.63194328304181,1.16923634126349,0.24230842310356,NA
"Fpgs",641.816403251695,-0.487948840312611,0.323652766740596,-1.50763067847863,0.131649076440396,0.509872229029155
"Fpgt",718.456992278106,0.205554364464458,0.45909094565996,0.447742144356531,0.654339302215983,0.902141601005691
"Fpr1",7.91476763697501,6.58962745035066,4.19117250521076,1.57226347571186,0.115889459838699,NA
"Fpr2",3.1680961487629,3.62854840881844,4.89850896782141,0.740745486566339,0.458847773848108,NA
"Fra10ac1",468.93182534656,-0.380813199389875,0.332466183468863,-1.14541934886903,0.252035486976306,0.661627772279432
"Frat1",37.9059504333812,-0.550875037092,0.74216345683854,-0.742255674293925,0.457932442348632,0.818100782743992
"Frat2",173.869813855209,-0.975000277548415,0.451818008293057,-2.15794912919012,0.0309317871550374,0.244863950532735
"Frem2",5.38397483455732,-4.6805041212896,4.79925488912903,-0.97525641571811,0.329433084061251,NA
"Frg1",2598.38755165876,-0.433803246780665,0.186696791079219,-2.32357098519488,0.0201484990183767,0.192015643721461
"Frg2f1",56.5687577824934,0.333469609465877,0.860563749978764,0.38750134371115,0.698385090345413,0.919946600039523
"Frk",7.37805573204319,-6.55050153037727,3.85413341922384,-1.69960424766417,0.0892053908457964,NA
"Frmd4a",14857.9218783172,-0.586775353975464,0.202098686222251,-2.90341003666979,0.00369123004372998,0.0694794340295646
"Frmd4b",8959.28555055012,-0.20095988485539,0.257188537197297,-0.781371856791687,0.434583818588562,0.805889633360182
"Frmd5",5.44399149667444,2.94686491732941,4.77958267254173,0.616552766051916,0.537529757749801,NA
"Frmd6",116.928841789203,-0.434210108727206,1.12385237797974,-0.386358668838475,0.699231055659354,0.92024939522611
"Frmd8",3921.45298542595,-0.163586868915895,0.227353872698173,-0.719525324000383,0.471817304705044,0.823358662859786
"Frmpd1",2.87995740218027,4.34098385826974,5.97978418152286,0.725943232480378,0.467873571882008,NA
"Frmpd4",27.5630889519663,-0.087060349531147,1.59634033645813,-0.0545374614315087,0.956506963081201,0.991847174668235
"Frrs1",3217.64073868914,0.233573659015392,0.137357607824965,1.7004785007106,0.0890409570172604,0.426998775709383
"Frs2",1029.24450760149,-1.12761851578829,0.322648539755621,-3.49488181983519,0.000474271705055642,0.0169839471871736
